iter	RMSE
191	0.3878901076
192	0.3872785712
193	0.3865555066
194	0.385963848
195	0.3851521367
196	0.3844813587
197	0.3838918264
198	0.383266095
199	0.382782982
200	0.3822754963
201	0.3817171601
202	0.3810414411
203	0.3802990737
204	0.3796530302
205	0.3790364348
206	0.3785957283
207	0.3780738385
208	0.3775462212
209	0.377050394
210	0.3765090407
211	0.3758483546
212	0.3752330539
213	0.3748511376
214	0.3743659353
215	0.3739171554
216	0.3734734619
217	0.3727755486
218	0.3724043703
219	0.3719582439
220	0.371512522
221	0.3711090328
222	0.3706223684
223	0.3701961247
224	0.3697229913
225	0.3692509136
226	0.3688585666
227	0.3683058619
228	0.3676862815
229	0.3672967415
230	0.3667862938
231	0.3665463094
232	0.3660045774
233	0.3656347916
234	0.3651219447
235	0.3647770543
236	0.3641258136
237	0.363683406
238	0.3632427348
239	0.3629405008
240	0.3625660628
241	0.3623056427
242	0.3618178723
243	0.361482625
244	0.3612231895
245	0.3609041814
246	0.3605536949
247	0.3600518348
248	0.3598063568
249	0.3595574809
250	0.3592469981
251	0.3588707113
252	0.3584655523
253	0.3581463501
254	0.3578163893
255	0.357328287
256	0.3570624197
257	0.3567026542
258	0.3563517322
259	0.3561472463
260	0.3558684911
261	0.3556313661
262	0.3552266206
263	0.3549334851
264	0.3545351951
265	0.3542598452
266	0.3539303997
267	0.353612098
268	0.3533154024
269	0.3528587584
270	0.3525034476
271	0.3521463483
272	0.3517788679
273	0.3515429517
274	0.3512827729
275	0.3509962923
276	0.3507540023
277	0.3505106667
278	0.3503235242
279	0.3499693808
280	0.3496488971
281	0.3492783019
282	0.34912085
283	0.348882894
284	0.3486096748
285	0.3483605588
286	0.3481032157
287	0.3479114141
288	0.3477322352
289	0.3473526404
290	0.3470567124
291	0.3468445718
292	0.3465944563
293	0.346330097
294	0.3461344026
295	0.3459378653
296	0.3457316002
297	0.3455434318
298	0.3452246387
299	0.3450408119
300	0.3448578836
301	0.3446117285
302	0.3444039445
303	0.3441511524
304	0.3439785791
305	0.3435917394
306	0.3432839672
307	0.3431303452
308	0.3429949874
309	0.3427030908
310	0.3425133534
311	0.3423197899
312	0.3420775576
313	0.3418797573
314	0.3415176884
315	0.3413030521
316	0.3410751324
317	0.3409519245
318	0.3407547152
319	0.3405612477
320	0.3402129688
321	0.3399939951
322	0.3398698439
323	0.3395233604
324	0.3393485984
325	0.3391348148
326	0.3389280363
327	0.3386949291
328	0.3385385171
329	0.3382880058
330	0.3381016948
331	0.3379850734
332	0.3377054381
333	0.3375590586
334	0.3371934074
335	0.3370284147
336	0.336713213
337	0.336566275
338	0.3364071607
339	0.3360862771
340	0.335759096
341	0.3354338802
342	0.3351650214
343	0.335042167
344	0.3347658647
345	0.3344790884
346	0.3343308202
347	0.3340875089
348	0.3339170091
349	0.3337854352
350	0.3335344412
351	0.3332338977
352	0.332969277
353	0.332825108
354	0.3326639166
355	0.3324440662
356	0.3323207837
357	0.3321016495
358	0.3318159832
359	0.3316992941
360	0.3315137936
361	0.3313804604
362	0.3312260085
363	0.3310916073
364	0.330890534
365	0.3307414749
366	0.3306274425
367	0.3303740891
368	0.3301812758
369	0.3300586215
370	0.3299274218
371	0.329812738
372	0.3297162424
373	0.3295264985
374	0.3294432878
375	0.3293153636
376	0.3292144756
377	0.3289233454
378	0.3288056131
379	0.3287144242
380	0.3286349103
381	0.3284256727
382	0.3282357284
383	0.328031187
384	0.3279281715
385	0.3277863174
386	0.3275301691
387	0.3272677299
388	0.3271490017
389	0.3270708512
390	0.3269643325
391	0.3267538098
392	0.3266110842
393	0.3264643518
394	0.326271856
395	0.3261713599
396	0.3259870873
397	0.3257767838
398	0.3256669449
399	0.3255941588
400	0.3253629304
401	0.3251777086
402	0.3249751748
403	0.3248573061
404	0.3247743667
405	0.3246545642
406	0.3245365966
407	0.3242958392
408	0.3242210202
409	0.3241024313
410	0.3240127297
411	0.3238371322
412	0.3237384067
413	0.3236281149
414	0.3235379288
415	0.3234299689
416	0.3233340894
417	0.3231760943
418	0.3230323913
419	0.3229686243
420	0.3228409512
421	0.3227190462
422	0.3226174742
423	0.3224930021
424	0.3222789643
425	0.3221991158
426	0.3221304384
427	0.3220626194
428	0.3219773592
429	0.3218292155
430	0.321712722
431	0.3216386866
432	0.3214319001
433	0.3213563172
434	0.32112416
435	0.3209358307
436	0.3208676295
437	0.3206964113
438	0.3205049308
439	0.3204034431
440	0.3202402576
441	0.3201762882
442	0.3200879854
443	0.3198908375
444	0.3198278148
445	0.3197528578
446	0.3196496218
447	0.3195586773
448	0.319470036
449	0.3194033879
450	0.3192906652
451	0.3191880643
452	0.3191035494
453	0.3189555841
454	0.3188893493
455	0.3186654902
456	0.3186062939
457	0.3185161349
458	0.3183699275
459	0.3181751384
460	0.3181228002
461	0.3180015524
462	0.3179235386
463	0.3177351544
464	0.317664605
465	0.3174972183
466	0.3174313304
467	0.3172380404
468	0.3170353793
469	0.3169513225
470	0.3168030667
471	0.3167125719
472	0.3165371162
473	0.3163618877
474	0.3162820166
475	0.3160889814
476	0.3160183992
477	0.3159372839
478	0.3157666829
479	0.3157005504
480	0.3155265198
481	0.3154281355
482	0.3153645659
483	0.3152898017
484	0.3152035058
485	0.3151339817
486	0.3149396679
487	0.3148842119
488	0.3148006149
489	0.3147421766
490	0.3146648952
491	0.3145725686
492	0.3145053924
493	0.3143236157
494	0.3142339192
495	0.3140982198
496	0.3138839236
497	0.3137453173
498	0.3135770544
499	0.3135001949
500	0.3134146153
501	0.3132811766
502	0.3131277078
503	0.3130533471
504	0.3129934307
505	0.3128062066
506	0.3126778708
507	0.3125950656
508	0.3124134829
509	0.3123564439
510	0.3121934114
511	0.3120563188
512	0.3119295359
513	0.3118286067
514	0.311753423
515	0.3116980888
516	0.3115355301
517	0.3114252079
518	0.3113648435
519	0.3112901985
520	0.311227685
521	0.3111267379
522	0.3109693012
523	0.3108575221
524	0.3107672593
525	0.3107103065
526	0.3106345355
527	0.3105724266
528	0.3105266049
529	0.3104285324
530	0.3103682184
531	0.3102533077
532	0.3101013325
533	0.3099937417
534	0.3099511271
535	0.3097790987
536	0.3097266517
537	0.309605951
538	0.3095497545
539	0.3094630991
540	0.3093957681
541	0.3093416056
542	0.3092925879
543	0.3091781076
544	0.3090291077
545	0.3089580843
546	0.3089040355
547	0.3087136458
548	0.308644794
549	0.308473141
550	0.3084041941
551	0.308186242
552	0.3081027061
553	0.3079264821
554	0.30781239
555	0.3077452345
556	0.3075745259
557	0.3075317016
558	0.3074288586
559	0.3073740302
560	0.3071653976
561	0.3070044933
562	0.3069718037
563	0.3069434708
564	0.306795966
565	0.3067470817
566	0.3066832685
567	0.3065251915
568	0.3064601252
569	0.3063755898
570	0.3063152728
571	0.3061628804
572	0.3061013256
573	0.3059894698
574	0.3058321552
575	0.3057531273
576	0.3056897446
577	0.3056543993
578	0.3055762884
579	0.3055114932
580	0.305446815
581	0.3053774147
582	0.3053272947
583	0.3052776168
584	0.3052164937
585	0.3051580052
586	0.3049991673
587	0.3049607954
588	0.3048738117
589	0.3047907875
590	0.3046740583
591	0.3045548922
592	0.3045177071
593	0.3043659466
594	0.3043134933
595	0.3042798938
596	0.3042308795
597	0.3041693171
598	0.304134777
599	0.3041025954
600	0.3040710075
601	0.3040286072
602	0.3039320846
603	0.303869268
604	0.3038430781
605	0.3038094716
606	0.3037360528
607	0.3035865005
608	0.3035001241
609	0.3033616045
610	0.3032865335
611	0.3032002843
612	0.3031306893
613	0.3030325781
614	0.3029794224
615	0.3029080555
616	0.3028644234
617	0.3028001153
618	0.3026691169
619	0.3025899583
620	0.3025459955
621	0.3025041361
622	0.3024609591
623	0.302286618
624	0.3022188869
625	0.3021529248
626	0.3021027082
627	0.3020613229
628	0.3020434789
629	0.3018886765
630	0.3017513476
631	0.30170265
632	0.3016606509
633	0.3016228595
634	0.3015779665
635	0.3015300544
636	0.3014588536
637	0.3013867098
638	0.3013217914
639	0.3012630472
640	0.3012270233
641	0.3011959819
642	0.301077195
643	0.3010124787
644	0.3008477796
645	0.3008166209
646	0.3007775141
647	0.3007347011
648	0.3006221947
649	0.3005623344
650	0.3004227808
651	0.300401187
652	0.3003725824
653	0.3003434325
654	0.3003048558
655	0.3002434129
656	0.3001959595
657	0.3000612189
658	0.3000229567
659	0.2999667989
660	0.2999117704
661	0.2998134426
662	0.2997743782
663	0.2996816364
664	0.2995775786
665	0.2995324796
666	0.2993971789
667	0.2993297883
668	0.2992943323
669	0.2992600357
670	0.2991209159
671	0.2990368295
672	0.2989309795
673	0.2988966562
674	0.2988634755
675	0.2987988705
676	0.2986636714
677	0.2985731058
678	0.2984503807
679	0.298324344
680	0.2982703836
681	0.2982333568
682	0.2981891562
683	0.2981283714
684	0.2979912547
685	0.2979537527
686	0.2978011138
687	0.2977713672
688	0.2976733441
689	0.2975655778
690	0.2975256968
691	0.2974931945
692	0.2973986017
693	0.2973614382
694	0.2973251742
695	0.2972895384
696	0.2971559422
697	0.2971237019
698	0.2970475554
699	0.296902513
700	0.296865188
701	0.2968313059
702	0.2967615465
703	0.2967221647
704	0.2966655458
705	0.2966348015
706	0.2965997573
707	0.2965557396
708	0.2965315297
709	0.2964218703
710	0.2963723836
711	0.296348687
712	0.2962258461
713	0.2961172185
714	0.2960940373
715	0.2960632034
716	0.2959447482
717	0.2958898362
718	0.2958568241
719	0.2956922078
720	0.2955784248
721	0.2955104479
722	0.2954512523
723	0.2954218753
724	0.2952850903
725	0.2952566293
726	0.2951419473
727	0.2950932304
728	0.2949666584
729	0.2948510701
730	0.2947640523
731	0.2947284733
732	0.2947056801
733	0.2945827026
734	0.2944971467
735	0.2944480267
736	0.2943506138
737	0.2943184369
738	0.294163015
739	0.2940579922
740	0.2939867914
741	0.2939576352
742	0.2938319694
743	0.2937941588
744	0.2936902563
745	0.2936278005
746	0.2935266867
747	0.293494472
748	0.2933970788
749	0.2933754345
750	0.2933478098
751	0.2932847933
752	0.2931374654
753	0.293109311
754	0.293073341
755	0.2929540757
756	0.2929025375
757	0.2928745774
758	0.2927073649
759	0.2926803188
760	0.2926339013
761	0.2925854076
762	0.2924670264
763	0.2924146079
764	0.29236788
765	0.2923050522
766	0.2921909153
767	0.292161857
768	0.2921301958
769	0.2920996635
770	0.2919918317
771	0.2919599678
772	0.2918750764
773	0.291840295
774	0.2917901483
775	0.2917193484
776	0.291680035
777	0.2915702197
778	0.2914909953
779	0.2914624978
780	0.2914307212
781	0.291372789
782	0.2912635349
783	0.2912313908
784	0.2911676835
785	0.2911376154
786	0.2910656416
787	0.2910388324
788	0.2909945722
789	0.2909572609
790	0.2908560184
791	0.2908255475
792	0.2907139855
793	0.2906264318
794	0.2905340427
795	0.290492089
796	0.2904170701
797	0.2903088672
798	0.2902679589
799	0.2902208509
800	0.2901825549
801	0.2901569226
802	0.2901370082
803	0.2900897637
804	0.290016141
805	0.2899926883
806	0.2899594773
807	0.2899029348
808	0.2898596415
809	0.2898081138
810	0.2897074233
811	0.2896114608
812	0.289582528
813	0.2894517077
814	0.2894290064
815	0.2893253446
816	0.2892896533
817	0.2892606115
818	0.2891972444
819	0.2891358028
820	0.2890845126
821	0.2889600488
822	0.2888677292
823	0.288840543
824	0.2888114789
825	0.288777409
826	0.2887484929
827	0.2886485882
828	0.2886164749
829	0.2885816973
830	0.2884989485
831	0.2884183035
832	0.2883226447
833	0.2883006836
834	0.2882635552
835	0.288163665
836	0.2881017331
837	0.2880037329
838	0.2879176823
839	0.2878460131
840	0.2877777913
841	0.2877544971
842	0.2876949071
843	0.2876114558
844	0.2875414529
845	0.2875312186
846	0.2874896092
847	0.2874583887
848	0.2874143167
849	0.2873483654
850	0.2872860141
851	0.2871931999
852	0.2871623027
853	0.2870729167
854	0.2869862359
855	0.2869595525
856	0.2869345777
857	0.2868215828
858	0.2867800337
859	0.2867491
860	0.286660021
861	0.2866302343
862	0.286609303
863	0.2865431913
864	0.2864565676
865	0.2864386244
866	0.2863435747
867	0.2862624632
868	0.2861745171
869	0.2861189454
870	0.2860927738
871	0.2860414661
872	0.286035387
873	0.285986457
874	0.285895059
875	0.2858298719
876	0.2857325031
877	0.2856036206
878	0.2855392278
879	0.2855118382
880	0.2854100952
881	0.2853204762
882	0.2852905133
883	0.2852177055
884	0.2851881487
885	0.2850681322
886	0.2850061832
887	0.2849604362
888	0.2848428368
889	0.2848137344
890	0.2847854401
891	0.2847597911
892	0.2847322874
893	0.2847005546
894	0.2846765053
895	0.2845877514
896	0.2845461256
897	0.2844840614
898	0.2844583703
899	0.2843984337
900	0.2843808042
901	0.2842832503
902	0.2842204642
903	0.2841979673
904	0.2841100804
905	0.2840115991
906	0.2839928592
907	0.2839391273
908	0.2838881053
909	0.2837731547
910	0.2837479279
911	0.2836856857
912	0.2836066073
913	0.2835470079
914	0.2835296147
915	0.2834647057
916	0.2833888717
917	0.2833618225
918	0.283340484
919	0.2832805784
920	0.2832194225
921	0.2831396895
922	0.28311892
923	0.2830689096
924	0.2829644175
925	0.2828810965
926	0.2828055939
927	0.2827821735
928	0.2827057041
929	0.2826838207
930	0.2826619921
931	0.2826394428
932	0.2825858653
933	0.2825652306
934	0.2824654557
935	0.2823922472
936	0.2822828158
937	0.2822239326
938	0.2822030244
939	0.2821749754
940	0.282149965
941	0.2820445776
942	0.2820243948
943	0.2819991403
944	0.2819616296
945	0.2818843289
946	0.2817884566
947	0.281769763
948	0.2817491067
949	0.2817268165
950	0.2816775154
951	0.2816146213
952	0.2815198335
953	0.2814960261
954	0.2814797651
955	0.2814395578
956	0.2814218626
957	0.2814018205
958	0.2813310395
959	0.2813092723
960	0.2812256067
961	0.2811564512
962	0.2810801632
963	0.2810338618
964	0.2809866499
965	0.2809216711
966	0.2808210002
967	0.2807646446
968	0.2806990943
969	0.2806811557
970	0.2806322648
971	0.2805413044
972	0.2804581652
973	0.2804442782
974	0.2804207625
975	0.2804112944
976	0.2803587338
977	0.2803391094
978	0.2802954197
979	0.2802138168
980	0.2801982951
981	0.2801141918
982	0.2800589292
983	0.2800079505
984	0.279927537
985	0.2798964259
986	0.2798338099
987	0.2798144127
988	0.2797942668
989	0.2797753185
990	0.2796968977
991	0.279625057
992	0.2795559057
993	0.2794755478
994	0.279459205
995	0.2794067719
996	0.2793988007
997	0.2793103442
998	0.2792662987
999	0.2792300941
1000	0.2791743603
1001	0.2791067555
1002	0.2790863796
1003	0.2790013522
1004	0.2789209999
1005	0.2788568961
1006	0.2787884842
1007	0.2787308911
1008	0.2786779404
1009	0.2786654434
1010	0.2786023018
1011	0.278507058
1012	0.2784487045
1013	0.2784127638
1014	0.2783722882
1015	0.2783085078
1016	0.2782546199
1017	0.2782362502
1018	0.2781843309
1019	0.278092237
1020	0.278083222
1021	0.2780661444
1022	0.2780196099
1023	0.277981051
1024	0.2779277573
1025	0.2778610401
1026	0.2778200478
1027	0.2778055666
1028	0.2777534013
1029	0.2777392571
1030	0.2777283126
1031	0.2776676383
1032	0.2776279696
1033	0.2775777641
1034	0.2775593372
1035	0.2775114356
1036	0.2774637163
1037	0.2774127395
1038	0.2773898158
1039	0.2773084435
1040	0.2772948991
1041	0.2772635779
1042	0.2772405629
1043	0.2771605962
1044	0.2771195344
1045	0.2771099993
1046	0.2770893419
1047	0.2770387483
1048	0.2769993243
1049	0.2769830481
1050	0.276934192
1051	0.2768813946
1052	0.2767887273
1053	0.2767717175
1054	0.2766881516
1055	0.2766380506
1056	0.2766178822
1057	0.2765448996
1058	0.2765111692
1059	0.2764977435
1060	0.2764846451
1061	0.276439108
1062	0.2763927304
1063	0.276344926
1064	0.2763357898
1065	0.2763195944
1066	0.2763069176
1067	0.2762518231
1068	0.2762342208
1069	0.27622192
1070	0.2761527223
1071	0.2761297066
1072	0.2761120569
1073	0.2760959063
1074	0.2760514776
1075	0.2759757209
1076	0.2759572335
1077	0.2759309339
1078	0.2759137453
1079	0.2758958981
1080	0.2758537819
1081	0.2757794264
1082	0.2757318751
1083	0.2756590714
1084	0.2756169658
1085	0.2755879047
1086	0.275569873
1087	0.2754908451
1088	0.2754352892
1089	0.2753649832
1090	0.2752984589
1091	0.2752803066
1092	0.2752401163
1093	0.2751928549
1094	0.275131411
1095	0.2751021722
1096	0.2750851551
1097	0.2750175929
1098	0.2749793837
1099	0.2749418801
1100	0.2748808182
1101	0.2748221828
1102	0.2748057072
1103	0.2747976621
1104	0.2747288706
1105	0.2746702132
1106	0.2746230367
1107	0.274562762
1108	0.2745036935
1109	0.274458683
1110	0.2744026578
1111	0.2743448068
1112	0.2742893111
1113	0.2742250265
1114	0.2742072949
1115	0.2741702909
1116	0.2741541474
1117	0.2741096708
1118	0.2741003492
1119	0.2740818686
1120	0.2740336388
1121	0.2739787224
1122	0.2739673492
1123	0.2739018618
1124	0.2738785291
1125	0.2738234378
1126	0.2738087848
1127	0.2737574128
1128	0.2737004782
1129	0.2736612606
1130	0.2736228443
1131	0.2735763034
1132	0.2735130672
1133	0.2734605292
1134	0.273411238
1135	0.2733768995
1136	0.2733215454
1137	0.2732874822
1138	0.2732287085
1139	0.2732117016
1140	0.273194975
1141	0.2731442545
1142	0.2731275961
1143	0.2731132753
1144	0.2730901911
1145	0.2730573417
1146	0.2730268356
1147	0.2730091986
1148	0.2729930011
1149	0.2729800878
1150	0.2729509899
1151	0.2729346566
1152	0.2729257876
1153	0.272883327
1154	0.2728654763
1155	0.272780062
1156	0.2727645012
1157	0.2727500643
1158	0.2726722173
1159	0.2726292159
1160	0.2725733964
1161	0.2725022586
1162	0.272464493
1163	0.2724407247
1164	0.2723773507
1165	0.2723445516
1166	0.2722896528
1167	0.2722727672
1168	0.2722540605
1169	0.2722427064
1170	0.2722307677
1171	0.2722158857
1172	0.2721321918
1173	0.2721047891
1174	0.2720819604
1175	0.2720486779
1176	0.2719934904
1177	0.2719825702
1178	0.2719690419
1179	0.2719152552
1180	0.2718810518
1181	0.2718676824
1182	0.271806788
1183	0.271734214
1184	0.2717118059
1185	0.2716536448
1186	0.2715976272
1187	0.2715649737
1188	0.2715409413
1189	0.2715286707
1190	0.2715168096
1191	0.2714840058
1192	0.2714695382
1193	0.2714566697
1194	0.2714362203
1195	0.2713744707
1196	0.2713446724
1197	0.271330863
1198	0.2712906552
1199	0.2712676151
1200	0.2712508098
1201	0.2711999158
1202	0.2711875398
1203	0.2711565629
1204	0.2711172828
1205	0.27110888
1206	0.2710733127
1207	0.2710617531
1208	0.2710501817
1209	0.2710000625
1210	0.2709848488
1211	0.2709402115
1212	0.2708847107
1213	0.2708686796
1214	0.2707927041
1215	0.2707611891
1216	0.2707514428
1217	0.2707379453
1218	0.2706936233
1219	0.2706645096
1220	0.2706421471
1221	0.2705759536
1222	0.270532897
1223	0.2705071892
1224	0.2704762303
1225	0.2704604947
1226	0.2704503173
1227	0.2704367381
1228	0.2704221936
1229	0.2703353154
1230	0.2703254044
1231	0.2703123012
1232	0.2702753896
1233	0.2702469342
1234	0.2702349271
1235	0.2702261855
1236	0.2701236235
1237	0.2700851316
1238	0.2700753441
1239	0.2700568917
1240	0.2700470255
1241	0.270025486
1242	0.2700158449
1243	0.2699923095
1244	0.2699747749
1245	0.2699651063
1246	0.2699185484
1247	0.2699059584
1248	0.2698836055
1249	0.2698742307
1250	0.269776044
1251	0.2697373792
1252	0.2696949121
1253	0.2696364522
1254	0.2696279752
1255	0.2696159363
1256	0.2695412403
1257	0.2695299193
1258	0.2695213418
1259	0.2694786051
1260	0.2694472972
1261	0.2693596413
1262	0.26924758
1263	0.2692046507
1264	0.2691963024
1265	0.2691769047
1266	0.2691657969
1267	0.2691138281
1268	0.2691030787
1269	0.2690419076
1270	0.2690329695
1271	0.2690094591
1272	0.2690006235
1273	0.2689389569
1274	0.2689308103
1275	0.2689117815
1276	0.2688948634
1277	0.268883096
1278	0.2688690223
1279	0.2688432389
1280	0.2688269099
1281	0.2688062203
1282	0.2687876358
1283	0.2687555732
1284	0.2687451739
1285	0.2687290138
1286	0.2686896392
1287	0.2686417597
1288	0.2686175736
1289	0.2686042492
1290	0.2685600887
1291	0.2685092627
1292	0.2684468572
1293	0.268433694
1294	0.2684229712
1295	0.2683739586
1296	0.2683049944
1297	0.2682946289
1298	0.2682797329
1299	0.2681849233
1300	0.2681632858
1301	0.268093191
1302	0.2680374906
1303	0.2679668791
1304	0.2679394278
1305	0.2678990165
1306	0.2678713876
1307	0.2678540366
1308	0.2678258759
1309	0.2678022101
1310	0.2677488819
1311	0.2677030978
1312	0.2676349412
1313	0.2675697117
1314	0.2675612025
1315	0.2675051014
1316	0.267496287
1317	0.2674864047
1318	0.2674736564
1319	0.2674627694
1320	0.2674541966
1321	0.267406927
1322	0.2673739376
1323	0.2673517866
1324	0.2673049064
1325	0.2672953024
1326	0.2672803798
1327	0.2672525753
1328	0.2672184796
1329	0.2671820264
1330	0.2671453084
1331	0.2671225974
1332	0.2671133324
1333	0.2670467024
1334	0.2670363722
1335	0.2669687435
1336	0.2669517745
1337	0.2669320544
1338	0.2669161314
1339	0.2668717546
1340	0.2668556665
1341	0.2668468745
1342	0.2667817662
1343	0.2667614821
1344	0.266728908
1345	0.2667167239
1346	0.2666646778
1347	0.2666371862
1348	0.2666301545
1349	0.2666223922
1350	0.2665806364
1351	0.2665778245
1352	0.2665514877
1353	0.2665440108
1354	0.2665312531
1355	0.2664623142
1356	0.2664501685
1357	0.2664208604
1358	0.2663999418
1359	0.2663639191
1360	0.266356578
1361	0.2663180982
1362	0.2662853449
1363	0.2662076248
1364	0.2661983122
1365	0.2661338648
1366	0.266106552
1367	0.2660987437
1368	0.2660613893
1369	0.2660181856
1370	0.2659579854
1371	0.265943378
1372	0.265899878
1373	0.2658487575
1374	0.2658143687
1375	0.2658118844
1376	0.2657706098
1377	0.2657213338
1378	0.2657138507
1379	0.2656567062
1380	0.2656412492
1381	0.265634131
1382	0.2656252387
1383	0.2655897439
1384	0.2655505277
1385	0.2655184026
1386	0.2655096234
1387	0.2655039109
1388	0.2654899069
1389	0.2654080733
1390	0.2654053894
1391	0.2653976597
1392	0.2653556448
1393	0.2653132417
1394	0.2652058847
1395	0.2651917137
1396	0.2651411135
1397	0.265113169
1398	0.2651112602
1399	0.2650851203
1400	0.2650439866
1401	0.2650065495
1402	0.2649796134
1403	0.264932635
1404	0.2648826506
1405	0.2648259042
1406	0.2648106036
1407	0.2647952366
1408	0.2647854572
1409	0.2647778758
1410	0.2647630743
1411	0.2647508076
1412	0.2647311343
1413	0.2647179305
1414	0.2647092846
1415	0.2646549197
1416	0.264642639
1417	0.2646303451
1418	0.2645921344
1419	0.2645310479
1420	0.2645173147
1421	0.264480486
1422	0.2644337154
1423	0.2643795701
1424	0.2643696261
1425	0.2643645638
1426	0.264345331
1427	0.2643338307
1428	0.2643231082
1429	0.2643151359
1430	0.2642818712
1431	0.2642741575
1432	0.2642666931
1433	0.264260641
1434	0.264225457
1435	0.2642181287
1436	0.26420541
1437	0.2641983177
1438	0.2641857904
1439	0.2641572143
1440	0.2641461098
1441	0.2641364783
1442	0.2641259993
1443	0.264119118
1444	0.2641090107
1445	0.2640814286
1446	0.2640542123
1447	0.2639955384
1448	0.2639772709
1449	0.2639513441
1450	0.263912191
1451	0.2638783388
1452	0.2638705937
1453	0.263820912
1454	0.2638072293
1455	0.2637760202
1456	0.2637478163
1457	0.2636966357
1458	0.2636880725
1459	0.2636802896
1460	0.2636668169
1461	0.2636599209
1462	0.2636514661
1463	0.2636404667
1464	0.2636311399
1465	0.2636224483
1466	0.2635882097
1467	0.2635788146
1468	0.2635456126
1469	0.2635098969
1470	0.263501523
1471	0.2634400172
1472	0.2634342322
1473	0.2634041511
1474	0.2633448895
1475	0.2633375249
1476	0.2633298576
1477	0.2633224657
1478	0.2633125481
1479	0.2632775083
1480	0.2632721463
1481	0.2632590275
1482	0.2632260671
1483	0.2632148811
1484	0.2632049218
1485	0.2631989123
1486	0.2631663225
1487	0.2631439381
1488	0.2631340275
1489	0.2631232574
1490	0.2631128712
1491	0.2630532512
1492	0.2630175509
1493	0.2630079693
1494	0.2629988142
1495	0.2629947921
1496	0.2629847958
1497	0.2629816077
1498	0.2629758512
1499	0.262968701
1500	0.2629550906
1501	0.2629060817
1502	0.2628560794
1503	0.2628505379
1504	0.2628467226
1505	0.2628430082
1506	0.2628384361
1507	0.2627916391
1508	0.2627864168
1509	0.2627834043
1510	0.2627787413
1511	0.2627521362
1512	0.2627295785
1513	0.2627199009
1514	0.2626364128
1515	0.2626316393
1516	0.2625739836
