iter	Passed	Remaining
596	7341	17253
597	7351	17235
598	7362	17221
599	7375	17209
600	7385	17191
601	7393	17170
602	7404	17153
603	7415	17140
604	7427	17125
605	7440	17114
606	7450	17098
607	7461	17083
608	7473	17069
609	7490	17068
610	7500	17050
611	7513	17039
612	7523	17023
613	7545	17032
614	7564	17035
615	7577	17024
616	7587	17007
617	7595	16985
618	7605	16968
619	7615	16949
620	7624	16930
621	7634	16913
622	7643	16894
623	7653	16876
624	7662	16858
625	7674	16845
626	7686	16831
627	7700	16824
628	7716	16819
629	7730	16810
630	7744	16802
631	7765	16809
632	7779	16800
633	7789	16782
634	7798	16763
635	7808	16745
636	7818	16728
637	7833	16722
638	7843	16705
639	7852	16687
640	7862	16669
641	7872	16652
642	7882	16635
643	7892	16619
644	7906	16610
645	7916	16593
646	7926	16575
647	7938	16562
648	7954	16557
649	7965	16544
650	7978	16533
651	7994	16529
652	8014	16531
653	8023	16512
654	8032	16494
655	8045	16483
656	8070	16497
657	8091	16502
658	8106	16495
659	8122	16491
660	8132	16474
661	8141	16455
662	8151	16438
663	8170	16440
664	8192	16447
665	8205	16435
666	8215	16418
667	8229	16409
668	8245	16404
669	8256	16388
670	8265	16370
671	8275	16353
672	8285	16336
673	8294	16318
674	8304	16301
675	8314	16283
676	8323	16266
677	8332	16248
678	8342	16229
679	8351	16211
680	8365	16202
681	8374	16184
682	8384	16167
683	8394	16150
684	8407	16139
685	8416	16122
686	8426	16105
687	8436	16088
688	8445	16070
689	8458	16058
690	8471	16048
691	8485	16039
692	8497	16025
693	8506	16008
694	8515	15989
695	8526	15974
696	8535	15957
697	8545	15941
698	8555	15924
699	8566	15909
700	8581	15902
701	8591	15885
702	8602	15872
703	8613	15856
704	8622	15837
705	8631	15819
706	8647	15815
707	8665	15812
708	8677	15800
709	8691	15792
710	8701	15775
711	8710	15757
712	8720	15740
713	8729	15723
714	8738	15704
715	8747	15686
716	8757	15671
717	8767	15654
718	8777	15638
719	8789	15626
720	8801	15612
721	8816	15606
722	8832	15600
723	8842	15584
724	8852	15568
725	8865	15556
726	8880	15549
727	8894	15541
728	8914	15542
729	8928	15532
730	8949	15535
731	8967	15534
732	8979	15520
733	8996	15517
734	9006	15501
735	9017	15486
736	9026	15469
737	9039	15457
738	9054	15449
739	9073	15448
740	9085	15437
741	9095	15420
742	9105	15403
743	9115	15388
744	9125	15372
745	9142	15367
746	9151	15350
747	9161	15334
748	9171	15318
749	9181	15301
750	9202	15304
751	9225	15309
752	9234	15293
753	9244	15277
754	9253	15259
755	9263	15243
756	9273	15227
757	9283	15211
758	9295	15198
759	9305	15183
760	9317	15170
761	9327	15153
762	9336	15137
763	9347	15122
764	9357	15106
765	9369	15093
766	9378	15076
767	9393	15069
768	9403	15053
769	9413	15037
770	9423	15021
771	9431	15003
772	9446	14995
773	9456	14978
774	9466	14962
775	9480	14953
776	9501	14954
777	9510	14937
778	9520	14922
779	9530	14906
780	9542	14894
781	9552	14879
782	9563	14863
783	9573	14848
784	9583	14832
785	9592	14815
786	9601	14798
787	9612	14785
788	9626	14774
789	9639	14763
790	9649	14748
791	9658	14731
792	9668	14716
793	9680	14703
794	9694	14694
795	9711	14688
796	9721	14673
797	9731	14658
798	9741	14643
799	9750	14626
800	9762	14612
801	9774	14601
802	9786	14588
803	9795	14572
804	9806	14556
805	9816	14541
806	9826	14526
807	9837	14513
808	9852	14505
809	9868	14497
810	9893	14504
811	9910	14499
812	9925	14492
813	9938	14480
814	9953	14472
815	9965	14459
816	9992	14468
817	10007	14460
818	10023	14453
819	10039	14446
820	10057	14443
821	10070	14432
822	10086	14425
823	10104	14421
824	10123	14418
825	10133	14402
826	10142	14386
827	10154	14373
828	10172	14369
829	10193	14368
830	10202	14352
831	10212	14336
832	10222	14321
833	10232	14306
834	10242	14290
835	10255	14278
836	10266	14264
837	10275	14248
838	10286	14233
839	10295	14217
840	10312	14212
841	10328	14205
842	10348	14202
843	10364	14195
844	10380	14188
845	10397	14183
846	10407	14167
847	10416	14151
848	10426	14135
849	10439	14123
850	10451	14111
851	10465	14100
852	10487	14101
853	10499	14089
854	10516	14083
855	10531	14074
856	10547	14067
857	10557	14052
858	10567	14036
859	10578	14023
860	10587	14006
861	10602	13997
862	10613	13982
863	10623	13967
864	10632	13951
865	10643	13937
866	10652	13921
867	10662	13906
868	10672	13890
869	10688	13882
870	10703	13874
871	10722	13869
872	10732	13854
873	10750	13849
874	10764	13840
875	10789	13844
876	10800	13829
877	10813	13817
878	10826	13806
879	10842	13799
880	10855	13787
881	10872	13781
882	10888	13773
883	10908	13771
884	10921	13759
885	10931	13744
886	10940	13728
887	10959	13723
888	10972	13712
889	10981	13696
890	10994	13684
891	11008	13674
892	11020	13661
893	11039	13657
894	11056	13650
895	11078	13649
896	11094	13642
897	11108	13631
898	11124	13624
899	11141	13617
900	11164	13618
901	11178	13608
902	11197	13603
903	11208	13589
904	11228	13585
905	11244	13577
906	11258	13567
907	11269	13553
908	11283	13542
909	11298	13533
910	11312	13522
911	11325	13511
912	11351	13515
913	11365	13503
914	11380	13494
915	11400	13490
916	11416	13482
917	11441	13486
918	11457	13477
919	11471	13466
920	11482	13451
921	11498	13444
922	11515	13436
923	11529	13426
924	11544	13416
925	11554	13401
926	11576	13400
927	11590	13389
928	11599	13372
929	11610	13357
930	11619	13342
931	11628	13325
932	11638	13310
933	11647	13293
934	11659	13280
935	11674	13270
936	11683	13254
937	11693	13239
938	11708	13229
939	11726	13223
940	11740	13212
941	11758	13205
942	11774	13198
943	11788	13186
944	11805	13179
945	11825	13175
946	11845	13171
947	11858	13159
948	11868	13144
949	11877	13128
950	11888	13113
951	11905	13105
952	11914	13089
